Ex Num	Type	Text	Output	Original Text	Option A	Option B	Option C	Target
14	Short Calibration	"More bureaucrats ran charities 10 years ago compared to today.  How many people needed charities 10 years ago, compared to today?"	not enough information	"The more bureaucrats run charities, the more people who need them."	more miserable	less miserable	not enough information	C
14	Name Calibration	"The more bureaucrats run charities, the more people who need them.  The less bureaucrats run charities, the less people who need them.  More bureaucrats ran charities 10 years ago compared to today.  How many people needed charities 6 years ago, compared to 3 years ago?"	not enough information	"The more bureaucrats run charities, the more people who need them."	more miserable	less miserable	not enough information	C
14	Adjective Calibration	"The more bureaucrats run charities, the more people who need them. The less bureaucrats run charities, the less people who need them. More bureaucrats existed 10 years ago compared to today. How many people needed charities 10 years ago, compared to today?"	chance	"The more bureaucrats run charities, the more people who need them."	less people	more people	not enough information	C
14	Nonce Calibration	"The more bureaucrats run charities, the more people who need them. The less bureaucrats run charities, the less people who need them. More bureaucrats knurged 10 years ago compared to today. How many people needed charities 10 years ago, compared to today?"	chance	"The more bureaucrats run charities, the more people who need them."	less people	more people	not enough information	C
15	Base	"The more successful we are, the more we'll attract competition. The less successful we are, the less we'll attract competition. We are more successful at selling cars than we are at selling TVs. How much competition will we attract selling cars, compared to selling TVs?"	more competition	"The more successful we are, the more we'll attract competition."	less competition	more competition	not enough information	B
15	Adjective Calibration	"The more successful we are, the more we'll attract competition. The less successful we are, the less we'll attract competition. We enjoy selling cars more than we enjoy selling TVs. How much competition will we attract selling cars, compared to selling TVs?"	chance	"The more successful we are, the more we'll attract competition."	less competition	more competition	not enough information	C
15	Recency Bias	"The less successful we are, the less we'll attract competition. The more successful we are, the more we'll attract competition.  We are more successful at selling cars than we are at selling TVs.  How much competition will we attract selling cars, compared to selling TVs?"	more miserable	"The more successful we are, the more we'll attract competition."	more miserable	less miserable	not enough information	A
15	Vocabulary Bias	"The more successful we are, the less we'll attract competition.  The less successful we are, the more we'll attract competition.  We are more successful at selling cars than we are at selling TVs.  How much competition will we attract selling cars, compared to selling TVs?"	less miserable	"The more successful we are, the more we'll attract competition."	more miserable	less miserable	not enough information	B
15	Name Bias	"The more successful we are, the more we'll attract competition.  The less successful we are, the less we'll attract competition.  We are more successful at selling TVs than we are at selling cars.  How much competition will we attract selling cars, compared to selling TVs?"	more miserable	"The more successful we are, the more we'll attract competition."	more miserable	less miserable	not enough information	A
15	Short Calibration	"We are more successful at selling cars than we are at selling TVs.  How much competition will we attract selling cars, compared to selling TVs?"	not enough information	"The more successful we are, the more we'll attract competition."	more miserable	less miserable	not enough information	C
15	Name Calibration	"The more successful we are, the more we'll attract competition.  The less successful we are, the less we'll attract competition.  We are more successful at selling cars than we are at selling TVs.  How much competition will we attract selling computers, compared to selling radios?"	not enough information	"The more successful we are, the more we'll attract competition."	more miserable	less miserable	not enough information	C
15	Nonce Calibration	"The more successful we are, the more we'll attract competition. The less successful we are, the less we'll attract competition. We knurge selling cars more than we knurge selling TVs. How much competition will we attract selling cars, compared to selling TVs?"	chance	"The more successful we are, the more we'll attract competition."	less competition	more competition	not enough information	C
16	Base	"The denser the matter, the more curvature. The less dense the matter, the less curvature. The matter in the laboratory is more dense than the matter in the shed. How much curvature does the matter in the laboratory have, compared to the matter in the shed?"	more curvature	"The denser the matter, the more curvature."	more curvature	less curvature	not enough information	A
16	Recency Bias	"The less dense the matter, the less curvature. The denser the matter, the more curvature.  The matter in the laboratory is more dense than the matter in the shed.  How much curvature does the matter in the laboratory have, compared to the matter in the shed?"	more miserable	"The denser the matter, the more curvature."	more miserable	less miserable	not enough information	A
16	Vocabulary Bias	"The denser the matter, the less curvature.  The less dense the matter, the more curvature.  The matter in the laboratory is more dense than the matter in the shed.  How much curvature does the matter in the laboratory have, compared to the matter in the shed?"	less miserable	"The denser the matter, the more curvature."	more miserable	less miserable	not enough information	B
16	Name Bias	"The denser the matter, the more curvature.  The less dense the matter, the less curvature.  The matter in the shed is more dense than the matter in the laboratory.  How much curvature does the matter in the laboratory have, compared to the matter in the shed?"	more miserable	"The denser the matter, the more curvature."	more miserable	less miserable	not enough information	A
16	Short Calibration	"The matter in the laboratory is more dense than the matter in the shed.  How much curvature does the matter in the laboratory have, compared to the matter in the shed?"	not enough information	"The denser the matter, the more curvature."	more miserable	less miserable	not enough information	C
16	Name Calibration	"The denser the matter, the more curvature.  The less dense the matter, the less curvature.  The matter in the laboratory is more dense than the matter in the shed.  How much curvature does the matter in the office have, compared to the matter in the yard?"	not enough information	"The denser the matter, the more curvature."	more miserable	less miserable	not enough information	C
16	Adjective Calibration	"The denser the matter, the more curvature. The less dense the matter, the less curvature. The matter in the laboratory is more expensive than the matter in the shed. How much curvature does the matter in the laboratory have, compared to the matter in the shed?"	chance	"The denser the matter, the more curvature."	more curvature	less curvature	not enough information	C
16	Nonce Calibration	"The denser the matter, the more curvature. The less dense the matter, the less curvature. The matter in the laboratory is more scrace than the matter in the shed. How much curvature does the matter in the laboratory have, compared to the matter in the shed?"	chance	"The denser the matter, the more curvature."	more curvature	less curvature	not enough information	C
17	Base	"The more data, the more information. The less data, the less information. There is more data on your phone than there is on your computer. How much information is on your phone, compared to your computer?"	more information	"The more data, the more information."	more information	less information	not enough information	A
17	Recency Bias	"The less data, the less information. The more data, the more information.  There is more data on your phone than there is on your computer.  How much information is on your phone, compared to your computer?"	more miserable	"The more data, the more information."	more miserable	less miserable	not enough information	A
17	Vocabulary Bias	"The more data, the less information.  The less data, the more information.  There is more data on your phone than there is on your computer.  How much information is on your phone, compared to your computer?"	less miserable	"The more data, the more information."	more miserable	less miserable	not enough information	B
17	Name Bias	"The more data, the more information.  The less data, the less information.  There is more data on your computer than there is on your phone.  How much information is on your phone, compared to your computer?"	more miserable	"The more data, the more information."	more miserable	less miserable	not enough information	A
17	Short Calibration	"There is more data on your phone than there is on your computer.  How much information is on your phone, compared to your computer?"	not enough information	"The more data, the more information."	more miserable	less miserable	not enough information	C
17	Name Calibration	"The more data, the more information.  The less data, the less information.  There is more data on your phone than there is on your computer.  How much information is on your camera, compared to your TV?"	not enough information	"The more data, the more information."	more miserable	less miserable	not enough information	C
17	Adjective Calibration	"The more data, the more information. The less data, the less information. There is funnier data on your phone than there is on your computer. How much information is on your phone, compared to your computer?"	chance	"The more data, the more information."	more information	less information	not enough information	C
17	Nonce Calibration	"The more data, the more information. The less data, the less information. There is scracer data on your phone than there is on your computer. How much information is on your phone, compared to your computer?"	chance	"The more data, the more information."	more information	less information	not enough information	C
18	Base	"The more serious the offence, the more difficult to make peace, the greater the compensation had to be. The less serious the offence, the easier to make peace. The offence today was more serious than the offence last year. How difficult is it to make peace today, compared to last year?"	more difficult	"The more serious the offence, the more difficult to make peace, the greater the compensation had to be."	less difficult	more difficult	not enough information	B
18	Recency Bias	"The less serious the offence, the easier to make peace. The more serious the offence, the more difficult to make peace, the greater the compensation had to be.  The offence today was more serious than the offence last year.  How difficult is it to make peace today, compared to last year?"	more miserable	"The more serious the offence, the more difficult to make peace, the greater the compensation had to be."	more miserable	less miserable	not enough information	A
18	Vocabulary Bias	"The more serious the offence, the easier to make peace.  The less serious the offence, the greater the compensation had to be.  The offence today was more serious than the offence last year.  How difficult is it to make peace today, compared to last year?"	less miserable	"The more serious the offence, the more difficult to make peace, the greater the compensation had to be."	more miserable	less miserable	not enough information	B
18	Name Bias	"The more serious the offence, the more difficult to make peace, the greater the compensation had to be.  The less serious the offence, the easier to make peace.  The offence last year was more serious than the offence today.  How difficult is it to make peace today, compared to last year?"	more miserable	"The more serious the offence, the more difficult to make peace, the greater the compensation had to be."	more miserable	less miserable	not enough information	A
18	Short Calibration	"The offence today was more serious than the offence last year.  How difficult is it to make peace today, compared to last year?"	not enough information	"The more serious the offence, the more difficult to make peace, the greater the compensation had to be."	more miserable	less miserable	not enough information	C
18	Name Calibration	"The more serious the offence, the more difficult to make peace, the greater the compensation had to be.  The less serious the offence, the easier to make peace.  The offence today was more serious than the offence last year.  How difficult was it to make peace 10 years ago, compared to 3 years ago?"	not enough information	"The more serious the offence, the more difficult to make peace, the greater the compensation had to be."	more miserable	less miserable	not enough information	C
18	Adjective Calibration	"The more serious the offence, the more difficult to make peace, the greater the compensation had to be. The less serious the offence, the easier to make peace. The offence today was more secretive than the offence last year. How difficult is it to make peace today, compared to last year?"	chance	"The more serious the offence, the more difficult to make peace, the greater the compensation had to be."	less difficult	more difficult	not enough information	C
18	Nonce Calibration	"The more serious the offence, the more difficult to make peace, the greater the compensation had to be. The less serious the offence, the easier to make peace. The offence today was knurgier than the offence last year. How difficult is it to make peace today, compared to last year?"	chance	"The more serious the offence, the more difficult to make peace, the greater the compensation had to be."	less difficult	more difficult	not enough information	C
19	Base	"Now then, the faster that we can do this, the faster we can get on with the game. The slower that we can do this, the slower that we can get on with the game. We can do this faster on Saturday than on Friday. How fast can we get on with the game on Saturday, compared to on Friday?"	faster	"Now then, the faster that we can do this, the faster we can get on with the game."	faster	slower	not enough information	A
19	Recency Bias	"The slower that we can do this, the slower that we can get on with the game. Now then, the faster that we can do this, the faster we can get on with the game.  We can do this faster on Saturday than on Friday.  How fast can we get on with the game on Saturday, compared to on Friday?"	more miserable	"Now then, the faster that we can do this, the faster we can get on with the game."	more miserable	less miserable	not enough information	A
19	Vocabulary Bias	"Now then, the slower that we can get on with the game.  The slower that we can do this, the faster we can get on with the game.  We can do this faster on Saturday than on Friday.  How fast can we get on with the game on Saturday, compared to on Friday?"	less miserable	"Now then, the faster that we can do this, the faster we can get on with the game."	more miserable	less miserable	not enough information	B
19	Name Bias	"Now then, the faster that we can do this, the faster we can get on with the game.  The slower that we can do this, the slower that we can get on with the game.  We can do this faster on Friday than on Saturday.  How fast can we get on with the game on Saturday, compared to on Friday?"	more miserable	"Now then, the faster that we can do this, the faster we can get on with the game."	more miserable	less miserable	not enough information	A
19	Short Calibration	"We can do this faster on Saturday than on Friday.  How fast can we get on with the game on Saturday, compared to on Friday?"	not enough information	"Now then, the faster that we can do this, the faster we can get on with the game."	more miserable	less miserable	not enough information	C
19	Name Calibration	"Now then, the faster that we can do this, the faster we can get on with the game.  The slower that we can do this, the slower that we can get on with the game.  We can do this faster on Saturday than on Friday.  How fast can we get on with the game on Monday, compared to on Tuesday?"	not enough information	"Now then, the faster that we can do this, the faster we can get on with the game."	more miserable	less miserable	not enough information	C
19	Adjective Calibration	"Now then, the faster that we can do this, the faster we can get on with the game. The slower that we can do this, the slower that we can get on with the game. We can do this more happily on Saturday than on Friday. How fast can we get on with the game on Saturday, compared to on Friday?"	chance	"Now then, the faster that we can do this, the faster we can get on with the game."	faster	slower	not enough information	C
19	Nonce Calibration	"Now then, the faster that we can do this, the faster we can get on with the game. The slower that we can do this, the slower that we can get on with the game. We can do this knurgier on Saturday than on Friday. How fast can we get on with the game on Saturday, compared to on Friday?"	chance	"Now then, the faster that we can do this, the faster we can get on with the game."	faster	slower	not enough information	C
20	Base	"The less elaborate you can be, the better. The more elaborate you can be, the worse. You were less elaborate today than you were yesterday. Were you better or worse today, compared to yesterday?"	better	"The less elaborate you can be, the better."	worse	better	not enough information	B
20	Recency Bias	"The more elaborate you can be, the worse. The less elaborate you can be, the better.  You were less elaborate today than you were yesterday.  Were you better or worse today, compared to yesterday?"	more miserable	"The less elaborate you can be, the better."	more miserable	less miserable	not enough information	A
20	Vocabulary Bias	"The less elaborate you can be, the worse.  The more elaborate you can be, the better.  You were less elaborate today than you were yesterday.  Were you better or worse today, compared to yesterday?"	less miserable	"The less elaborate you can be, the better."	more miserable	less miserable	not enough information	B
20	Name Bias	"The less elaborate you can be, the better.  The more elaborate you can be, the worse.  You were less elaborate yesterday than you were today.  Were you better or worse today, compared to yesterday?"	more miserable	"The less elaborate you can be, the better."	more miserable	less miserable	not enough information	A
20	Short Calibration	"You were less elaborate today than you were yesterday.  Were you better or worse today, compared to yesterday?"	not enough information	"The less elaborate you can be, the better."	more miserable	less miserable	not enough information	C
20	Name Calibration	"The less elaborate you can be, the better.  The more elaborate you can be, the worse.  You were less elaborate today than you were yesterday.  Were you better or worse Saturday, compared to Thursday?"	not enough information	"The less elaborate you can be, the better."	more miserable	less miserable	not enough information	C
20	Adjective Calibration	"The less elaborate you can be, the better. The more elaborate you can be, the worse. You were better dressed today than you were yesterday. Were you better or worse today, compared to yesterday?"	chance	"The less elaborate you can be, the better."	worse	better	not enough information	C
20	Nonce Calibration	"The less elaborate you can be, the better. The more elaborate you can be, the worse. You were knurgier today than you were yesterday. Were you better or worse today, compared to yesterday?"	chance	"The less elaborate you can be, the better."	worse	better	not enough information	C
21	Base	"The sooner it is tested, the better. The later it is tested, the worse. It is tested sooner in Boston than it is in New York. Was it better or worse in Boston, compared to New York?"	better	"The sooner it is tested, the better."	better	worse	not enough information	A
21	Recency Bias	"The later it is tested, the worse. The sooner it is tested, the better.  It is tested sooner in Boston than it is in New York.  Was it better or worse in Boston, compared to New York?"	more miserable	"The sooner it is tested, the better."	more miserable	less miserable	not enough information	A
21	Vocabulary Bias	"The sooner it is tested, the worse.  The later it is tested, the better.  It is tested sooner in Boston than it is in New York.  Was it better or worse in Boston, compared to New York?"	less miserable	"The sooner it is tested, the better."	more miserable	less miserable	not enough information	B
21	Name Bias	"The sooner it is tested, the better.  The later it is tested, the worse.  It is tested sooner in New York than it is in Boston.  Was it better or worse in Boston, compared to New York?"	more miserable	"The sooner it is tested, the better."	more miserable	less miserable	not enough information	A
21	Short Calibration	"It is tested sooner in Boston than it is in New York.  Was it better or worse in Boston, compared to New York?"	not enough information	"The sooner it is tested, the better."	more miserable	less miserable	not enough information	C
21	Name Calibration	"The sooner it is tested, the better.  The later it is tested, the worse.  It is tested sooner in Boston than it is in New York.  Was it better or worse in Chicago, compared to Atlanta?"	not enough information	"The sooner it is tested, the better."	more miserable	less miserable	not enough information	C
21	Adjective Calibration	"The sooner it is tested, the better. The later it is tested, the worse. It is tested more creatively in Boston than it is in New York. Was it better or worse in Boston, compared to New York?"	chance	"The sooner it is tested, the better."	better	worse	not enough information	C
21	Nonce Calibration	"The sooner it is tested, the better. The later it is tested, the worse. It is tested more knurgily in Boston than it is in New York. Was it better or worse in Boston, compared to New York?"	chance	"The sooner it is tested, the better."	better	worse	not enough information	C
22	Base	"The more snow, the less danger there is to skiers. The less snow, the more danger there is to skiers. There is more snow in Oregon than in Washington. How much danger is there to skiers in Oregon compared to in Washington?"	less danger	"The more snow, the less danger there is to skiers."	more danger	less danger	not enough information	B
22	Recency Bias	"The less snow, the more danger there is to skiers. The more snow, the less danger there is to skiers.  There is more snow in Oregon than in Washington.  How much danger is there to skiers in Oregon compared to in Washington?"	more miserable	"The more snow, the less danger there is to skiers."	more miserable	less miserable	not enough information	A
22	Vocabulary Bias	"The more snow, the more danger there is to skiers.  The less snow, the less danger there is to skiers.  There is more snow in Oregon than in Washington.  How much danger is there to skiers in Oregon compared to in Washington?"	less miserable	"The more snow, the less danger there is to skiers."	more miserable	less miserable	not enough information	B
22	Name Bias	"The more snow, the less danger there is to skiers.  The less snow, the more danger there is to skiers.  There is more snow in Washington than in Oregon.  How much danger is there to skiers in Oregon compared to in Washington?"	more miserable	"The more snow, the less danger there is to skiers."	more miserable	less miserable	not enough information	A
22	Short Calibration	There is more snow in Oregon than in Washington.  How much danger is there to skiers in Oregon compared to in Washington?	not enough information	"The more snow, the less danger there is to skiers."	more miserable	less miserable	not enough information	C
22	Name Calibration	"The more snow, the less danger there is to skiers.  The less snow, the more danger there is to skiers.  There is more snow in Oregon than in Washington.  How much danger is there to skiers in Utah compared to in Colorado?"	not enough information	"The more snow, the less danger there is to skiers."	more miserable	less miserable	not enough information	C
22	Adjective Calibration	"The more snow, the less danger there is to skiers. The less snow, the more danger there is to skiers. There is prettier snow in Oregon than in Washington. How much danger is there to skiers in Oregon compared to in Washington?"	chance	"The more snow, the less danger there is to skiers."	more danger	less danger	not enough information	C
22	Nonce Calibration	"The more snow, the less danger there is to skiers. The less snow, the more danger there is to skiers. There is scracer snow in Oregon than in Washington. How much danger is there to skiers in Oregon compared to in Washington?"	chance	"The more snow, the less danger there is to skiers."	more danger	less danger	not enough information	C
23	Base	"The harder they come, the harder they fall. The less hard they come, the less hard they fall. They came harder towards me than they came towarrds my friend. How hard did they fall towards me, compared to towards my friend? "	harder	"The harder they come, the harder they fall."	harder	less hard	not enough information	A
23	Recency Bias	"The less hard they come, the less hard they fall. The harder they come, the harder they fall.  They came harder towards me than they came towarrds my friend.  How hard did they fall towards me, compared to towards my friend? "	more miserable	"The harder they come, the harder they fall."	more miserable	less miserable	not enough information	A
23	Vocabulary Bias	"The harder they come, the less hard they fall.  The less hard they come, the harder they fall.  They came harder towards me than they came towarrds my friend.  How hard did they fall towards me, compared to towards my friend? "	less miserable	"The harder they come, the harder they fall."	more miserable	less miserable	not enough information	B
23	Name Bias	"The harder they come, the harder they fall.  The less hard they come, the less hard they fall.  They camy friend harder towards my friend than they camy friend towarrds me.  How hard did they fall towards me, compared to towards my friend? "	more miserable	"The harder they come, the harder they fall."	more miserable	less miserable	not enough information	A
23	Short Calibration	"They came harder towards me than they came towarrds my friend.  How hard did they fall towards me, compared to towards my friend? "	not enough information	"The harder they come, the harder they fall."	more miserable	less miserable	not enough information	C
23	Name Calibration	"The harder they come, the harder they fall.  The less hard they come, the less hard they fall.  They came harder towards me than they came towarrds my friend.  How hard did they fall towards my boss, compared to towards my dog? "	not enough information	"The harder they come, the harder they fall."	more miserable	less miserable	not enough information	C
23	Adjective Calibration	"The harder they come, the harder they fall. The less hard they come, the less hard they fall. They came more surprisingly towards me than they came towards my friend. How hard did they fall towards me, compared to towards my friend? "	chance	"The harder they come, the harder they fall."	harder	less hard	not enough information	C
23	Nonce Calibration	"The harder they come, the harder they fall. The less hard they come, the less hard they fall. They knurged towards me than they knurged towards my friend. How hard did they fall towards me, compared to towards my friend? "	chance	"The harder they come, the harder they fall."	harder	less hard	not enough information	C
24	Base	"The more that are laying around the greater the chance of that. The less that are laying around the smaller the chance of that. There are more laying around in Dallas than there are in San Fransisco. Is the chance of that greater or smaller in Dallas, compared to in San Fransisco?"	greater	The more that are laying around the greater the chance of that.	smaller	greater	not enough information	B
24	Recency Bias	"The less that are laying around the smaller the chance of that. The more that are laying around the greater the chance of that.  There are more laying around in Dallas than there are in San Fransisco.  Is the chance of that greater or smaller in Dallas, compared to in San Fransisco?"	more miserable	The more that are laying around the greater the chance of that.	more miserable	less miserable	not enough information	A
24	Vocabulary Bias	"The more that are laying around the greater the chance of that., The less that are laying around the smaller the chance of that.  The less that are laying around the smaller the chance of that.,The more that are laying around the greater the chance of that.  There are more laying around in Dallas than there are in San Fransisco.  Is the chance of that greater or smaller in Dallas, compared to in San Fransisco?"	less miserable	The more that are laying around the greater the chance of that.	more miserable	less miserable	not enough information	B
24	Name Bias	"The more that are laying around the greater the chance of that.  The less that are laying around the smaller the chance of that.  There are more laying around in San Fransisco than there are in Dallas.  Is the chance of that greater or smaller in Dallas, compared to in San Fransisco?"	more miserable	The more that are laying around the greater the chance of that.	more miserable	less miserable	not enough information	A
24	Short Calibration	"There are more laying around in Dallas than there are in San Fransisco.  Is the chance of that greater or smaller in Dallas, compared to in San Fransisco?"	not enough information	The more that are laying around the greater the chance of that.	more miserable	less miserable	not enough information	C
24	Name Calibration	"The more that are laying around the greater the chance of that.  The less that are laying around the smaller the chance of that.  There are more laying around in Dallas than there are in San Fransisco.  Is the chance of that greater or smaller in New York, compared to in Atlanta?"	not enough information	The more that are laying around the greater the chance of that.	more miserable	less miserable	not enough information	C
24	Adjective Calibration	"The more that are laying around the greater the chance of that. The less that are laying around the smaller the chance of that. There are larger ones in Dallas than there are in San Fransisco. Is the chance of that greater or smaller in Dallas, compared to in San Fransisco?"	chance	The more that are laying around the greater the chance of that.	smaller	greater	not enough information	C
24	Nonce Calibration	"The more that are laying around the greater the chance of that. The less that are laying around the smaller the chance of that. There are knurgier ones in Dallas than there are in San Fransisco. Is the chance of that greater or smaller in Dallas, compared to in San Fransisco?"	chance	The more that are laying around the greater the chance of that.	smaller	greater	not enough information	C
25	Base	"The more private sources run charities, the less people need them. The less private sources run charities, the more people need them. More private sources run charities today than they did 10 years ago. How many people need charities today, compared to 10 years ago?"	less people	"The more private sources run charities, the less people need them."	more people	less people	not enough information	B
25	Recency Bias	"The less private sources run charities, the more people need them. The more private sources run charities, the less people need them.  More private sources run charities today than they did 10 years ago.  How many people need charities today, compared to 10 years ago?"	more miserable	"The more private sources run charities, the less people need them."	more miserable	less miserable	not enough information	A
25	Vocabulary Bias	"The more private sources run charities, the more people need them.  The less private sources run charities, the less people need them.  More private sources run charities today than they did 10 years ago.  How many people need charities today, compared to 10 years ago?"	less miserable	"The more private sources run charities, the less people need them."	more miserable	less miserable	not enough information	B
25	Name Bias	"The more private sources run charities, the less people need them.  The less private sources run charities, the more people need them.  More private sources ran charities 10 years ago than they did today.  How many people need charities today, compared to 10 years ago?"	more miserable	"The more private sources run charities, the less people need them."	more miserable	less miserable	not enough information	A
25	Short Calibration	"More private sources run charities today than they did 10 years ago.  How many people need charities today, compared to 10 years ago?"	not enough information	"The more private sources run charities, the less people need them."	more miserable	less miserable	not enough information	C
25	Name Calibration	"The more private sources run charities, the less people need them.  The less private sources run charities, the more people need them.  More private sources run charities today than they did 10 years ago.  How many people need charities 5 years ago, compared to 20 years ago?"	not enough information	"The more private sources run charities, the less people need them."	more miserable	less miserable	not enough information	C
25	Adjective Calibration	"The more private sources run charities, the less people need them. The less private sources run charities, the more people need them. More private sources advertise for charities today than they did 10 years ago. How many people need charities today, compared to 10 years ago?"	chance	"The more private sources run charities, the less people need them."	more people	less people	not enough information	C
25	Nonce Calibration	"The more private sources run charities, the less people need them. The less private sources run charities, the more people need them. More private sources knurge today than they did 10 years ago. How many people need charities today, compared to 10 years ago?"	chance	"The more private sources run charities, the less people need them."	more people	less people	not enough information	C
26	Base	"The more wealth created, the better. The less wealth created, the worse. There is more wealth created in London than in Paris. Is it better or worse in London, compared to in Paris?"	better	"The more wealth created, the better."	worse	better	not enough information	B
26	Recency Bias	"The less wealth created, the worse. The more wealth created, the better.  There is more wealth created in London than in Paris.  Is it better or worse in London, compared to in Paris?"	more miserable	"The more wealth created, the better."	more miserable	less miserable	not enough information	A
26	Vocabulary Bias	"The more wealth created, the worse.  The less wealth created, the better.  There is more wealth created in London than in Paris.  Is it better or worse in London, compared to in Paris?"	less miserable	"The more wealth created, the better."	more miserable	less miserable	not enough information	B
26	Name Bias	"The more wealth created, the better.  The less wealth created, the worse.  There is more wealth created in Paris than in London.  Is it better or worse in London, compared to in Paris?"	more miserable	"The more wealth created, the better."	more miserable	less miserable	not enough information	A
26	Short Calibration	"There is more wealth created in London than in Paris.  Is it better or worse in London, compared to in Paris?"	not enough information	"The more wealth created, the better."	more miserable	less miserable	not enough information	C
26	Name Calibration	"The more wealth created, the better.  The less wealth created, the worse.  There is more wealth created in London than in Paris.  Is it better or worse in Rome, compared to in Berlin?"	not enough information	"The more wealth created, the better."	more miserable	less miserable	not enough information	C
26	Adjective Calibration	"The more wealth created, the better. The less wealth created, the worse. There is flashier wealth created in London than in Paris. Is it better or worse in London, compared to in Paris?"	chance	"The more wealth created, the better."	worse	better	not enough information	C
26	Nonce Calibration	"The more wealth created, the better. The less wealth created, the worse. There is knurgier wealth created in London than in Paris. Is it better or worse in London, compared to in Paris?"	chance	"The more wealth created, the better."	worse	better	not enough information	C
27	Base	"What Fox News/Republicans don't seem to understand is that the bigger a movement gets, the more trouble-makers it is going to attract. The smaller a movement gets, the less trouble-makers it is going to attract. The anti-car movement has gotten larger than the anti-bicycle movement. How many trouble makers will the anti-car movement attract, compared to the anti-bicycle movement?"	more trouble-makers	"What Fox News/Republicans don't seem to understand is that the bigger a movement gets, the more trouble-makers it is going to attract."	more trouble-makers	less trouble-makers	not enough information	A
27	Recency Bias	"The smaller a movement gets, the less trouble-makers it is going to attract. What Fox News/Republicans don't seem to understand is that the bigger a movement gets, the more trouble-makers it is going to attract.  The anti-car movement has gotten larger than the anti-bicycle movement.  How many trouble makers will the anti-car movement attract, compared to the anti-bicycle movement?"	more miserable	"What Fox News/Republicans don't seem to understand is that the bigger a movement gets, the more trouble-makers it is going to attract."	more miserable	less miserable	not enough information	A
27	Vocabulary Bias	"What Fox News/Republicans don't seem to understand is that the bigger a movement gets, the less trouble-makers it is going to attract.  The smaller a movement gets, the more trouble-makers it is going to attract.  The anti-car movement has gotten larger than the anti-bicycle movement.  How many trouble makers will the anti-car movement attract, compared to the anti-bicycle movement?"	less miserable	"What Fox News/Republicans don't seem to understand is that the bigger a movement gets, the more trouble-makers it is going to attract."	more miserable	less miserable	not enough information	B
27	Name Bias	"What Fox News/Republicans don't seem to understand is that the bigger a movement gets, the more trouble-makers it is going to attract.  The smaller a movement gets, the less trouble-makers it is going to attract.  The anti-bicycle movement has gotten larger than the anti-car movement.  How many trouble makers will the anti-car movement attract, compared to the anti-bicycle movement?"	more miserable	"What Fox News/Republicans don't seem to understand is that the bigger a movement gets, the more trouble-makers it is going to attract."	more miserable	less miserable	not enough information	A
27	Short Calibration	"The anti-car movement has gotten larger than the anti-bicycle movement.  How many trouble makers will the anti-car movement attract, compared to the anti-bicycle movement?"	not enough information	"What Fox News/Republicans don't seem to understand is that the bigger a movement gets, the more trouble-makers it is going to attract."	more miserable	less miserable	not enough information	C
27	Name Calibration	"What Fox News/Republicans don't seem to understand is that the bigger a movement gets, the more trouble-makers it is going to attract.  The smaller a movement gets, the less trouble-makers it is going to attract.  The anti-car movement has gotten larger than the anti-bicycle movement.  How many trouble makers will the anti-train movement attract, compared to the anti-truck movement?"	not enough information	"What Fox News/Republicans don't seem to understand is that the bigger a movement gets, the more trouble-makers it is going to attract."	more miserable	less miserable	not enough information	C
27	Adjective Calibration	"What Fox News/Republicans don't seem to understand is that the bigger a movement gets, the more trouble-makers it is going to attract. The smaller a movement gets, the less trouble-makers it is going to attract. The anti-car movement is more entertaining than the anti-bicycle movement. How many trouble makers will the anti-car movement attract, compared to the anti-bicycle movement?"	chance	"What Fox News/Republicans don't seem to understand is that the bigger a movement gets, the more trouble-makers it is going to attract."	more trouble-makers	less trouble-makers	not enough information	C
27	Nonce Calibration	"What Fox News/Republicans don't seem to understand is that the bigger a movement gets, the more trouble-makers it is going to attract. The smaller a movement gets, the less trouble-makers it is going to attract. The anti-car movement is knurgier than the anti-bicycle movement. How many trouble makers will the anti-car movement attract, compared to the anti-bicycle movement?"	chance	"What Fox News/Republicans don't seem to understand is that the bigger a movement gets, the more trouble-makers it is going to attract."	more trouble-makers	less trouble-makers	not enough information	C
28	Base	"The more it looks like Zimmerman acted in self defense, the less you will hear of this case. The less it looks like Zimmerman acted in self defense, the more you will hear of his case. It looks more like Zimmerman acted in self-defense today than it did yesterday. How much will you hear of this case today, compared to yesterday?"	hear less	"The more it looks like Zimmerman acted in self defense, the less you will hear of this case."	hear more	hear less	not enough information	B
28	Recency Bias	"The less it looks like Zimmerman acted in self defense, the more you will hear of his case. The more it looks like Zimmerman acted in self defense, the less you will hear of this case.  It looks more like Zimmerman acted in self-defense today than it did yesterday.  How much will you hear of this case today, compared to yesterday?"	more miserable	"The more it looks like Zimmerman acted in self defense, the less you will hear of this case."	more miserable	less miserable	not enough information	A
28	Vocabulary Bias	"The more it looks like Zimmerman acted in self defense, the more you will hear of his case.  The less it looks like Zimmerman acted in self defense, the less you will hear of this case.  It looks more like Zimmerman acted in self-defense today than it did yesterday.  How much will you hear of this case today, compared to yesterday?"	less miserable	"The more it looks like Zimmerman acted in self defense, the less you will hear of this case."	more miserable	less miserable	not enough information	B
